trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
14,False,"{'a': 0.7, 'e': -0.9304262721047539}",30,0,-56.35791131571683,"{0: 25, 1: 0, 2: 1, 3: 4, 4: 0}",0
15,False,"{'a': 0.7, 'e': -0.47553692799599256}",30,10,-55.73376966220177,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",1
16,False,"{'a': 0.7, 'e': 0.2030048638187504}",20,14,-3.5052611650614502,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
17,False,"{'a': 0.7, 'e': 0.7860702961410383}",20,0,13.807191841393673,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
18,False,"{'a': 0.7, 'e': 0.9994345855010047}",20,3,-6.347493751052559,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
19,False,"{'a': 0.7, 'e': 0.7427491727036707}",30,0,-143.89140328547546,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
20,False,"{'a': 0.7, 'e': 0.1367372182078336}",20,3,-3.0402400760231973,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
21,False,"{'a': 0.7, 'e': -0.5335843865891177}",20,12,13.078565440276934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,16,8.201772358476639,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,7,19.05690325816355,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,16,28.922908682125556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,9,15.816534395313148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,3,-9.015936035155628,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,0,-28.62159526838523,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
7,True,"{'a': 0.0, 'e': 0.0}",25,11,15.960204862025913,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,3,-19.838880763544918,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,16,8.451353222942847,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,17,-23.494555722100095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,13,-28.61053387698503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,15,-3.0946469296349406,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",35,16,11.62473716676159,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,12,-18.550391829726696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,2,32.8357660963859,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,9,20.89132628170942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",30,14,27.862483435014237,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",30,0,30.025869750412006,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
19,True,"{'a': 0.0, 'e': 0.0}",20,6,10.927381247921273,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,12,14.797776013984656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",20,4,12.948950340154973,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",35,14,-8.426977539388615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
23,True,"{'a': 0.0, 'e': 0.0}",20,0,31.567256367563754,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,True,"{'a': 0.0, 'e': 0.0}",20,3,14.168469185832235,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,13,9.422254111026604,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",30,11,23.441204262610373,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",25,14,21.640040061939295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",25,11,14.337339308949609,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",30,16,12.844590048091112,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,0,11.894476268052554,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
31,True,"{'a': 0.0, 'e': 0.0}",30,10,32.04759119381834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",30,13,-38.3446564003262,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",35,25,19.983244429644042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",20,11,16.383909710125465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",25,5,-8.86679172168163,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
36,True,"{'a': 0.0, 'e': 0.0}",35,18,26.97361522507119,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,3,17.13628503822808,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",25,0,-7.0367860760028424,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
39,True,"{'a': 0.0, 'e': 0.0}",20,8,-20.873951090221514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
40,True,"{'a': 0.0, 'e': 0.0}",25,6,30.285074173282425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",25,8,33.26103682415579,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",25,13,27.560482276858306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",20,0,-39.579622890435225,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
44,True,"{'a': 0.0, 'e': 0.0}",20,0,25.869983998438645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
45,True,"{'a': 0.0, 'e': 0.0}",25,3,27.577948163451584,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",25,9,22.52653317172943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",20,0,26.33635866170587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",30,0,25.36915999901489,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
49,True,"{'a': 0.0, 'e': 0.0}",25,17,15.001182881517579,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",20,15,-13.520568882360442,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
51,True,"{'a': 0.0, 'e': 0.0}",25,3,-24.29505707519478,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 0}",1
52,True,"{'a': 0.0, 'e': 0.0}",20,16,7.119659871201562,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.0, 'e': 0.0}",25,9,1.7512092159342385,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
54,True,"{'a': 0.0, 'e': 0.0}",30,15,-57.518978063977116,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
55,True,"{'a': 0.0, 'e': 0.0}",20,5,24.93824479038127,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.0, 'e': 0.0}",20,12,7.687112405948948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.0, 'e': 0.0}",20,0,5.324664209712,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
58,True,"{'a': 0.0, 'e': 0.0}",20,10,14.779574647572819,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",25,18,11.269672863825164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.0, 'e': 0.0}",20,9,21.772685668323508,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",35,17,-10.341915523431918,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
62,True,"{'a': 0.0, 'e': 0.0}",20,4,14.422934324012433,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",25,8,-1.4431588702316045,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",20,0,26.43174557961072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.0, 'e': 0.0}",20,12,11.405833690953969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.0, 'e': 0.0}",20,5,21.5630076738352,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.0, 'e': 0.0}",20,9,19.75986266688931,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.0, 'e': 0.0}",20,13,14.542614640941503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.0, 'e': 0.0}",25,6,22.479556915001513,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.0, 'e': 0.0}",20,12,12.180062260000785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.0, 'e': 0.0}",25,16,16.96189913656157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.0, 'e': 0.0}",20,14,7.804949846502467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.0, 'e': 0.0}",25,14,19.500432554804988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.0, 'e': 0.0}",20,16,6.785504062632009,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.0, 'e': 0.0}",20,0,26.65572581616936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
76,True,"{'a': 0.0, 'e': 0.0}",20,0,26.232020020938606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0.0, 'e': 0.0}",20,2,25.449281356068475,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.0, 'e': 0.0}",25,0,20.012320859215155,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
79,True,"{'a': 0.0, 'e': 0.0}",35,22,22.46255870757465,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.0, 'e': 0.0}",25,10,10.891883458352943,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,True,"{'a': 0.0, 'e': 0.0}",20,6,-6.325317085169549,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
82,True,"{'a': 0.0, 'e': 0.0}",30,7,36.13369687261769,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.0, 'e': 0.0}",20,5,-18.123358994980183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
84,True,"{'a': 0.0, 'e': 0.0}",20,11,16.498892325154248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.0, 'e': 0.0}",20,15,2.7780115199624085,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.0, 'e': 0.0}",25,5,12.095142192845405,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.0, 'e': 0.0}",30,11,22.945615310497843,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.0, 'e': 0.0}",25,9,23.723968405161674,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0.0, 'e': 0.0}",20,15,-31.57802726611304,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
90,True,"{'a': 0.0, 'e': 0.0}",20,15,7.336897445385738,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.0, 'e': 0.0}",25,5,33.155656094511556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.0, 'e': 0.0}",30,23,13.226138606676269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.0, 'e': 0.0}",25,16,14.670615797567674,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0.0, 'e': 0.0}",30,17,22.091717046538793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.0, 'e': 0.0}",20,7,18.84058968257545,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.0, 'e': 0.0}",20,7,-1.4089914457515542,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
97,True,"{'a': 0.0, 'e': 0.0}",25,15,16.25278343890889,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.0, 'e': 0.0}",25,17,13.172455579290538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.0, 'e': 0.0}",25,17,15.871244045615061,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.0, 'e': 0.0}",20,14,10.169610082450633,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
